
196,エーフィ,Espeon,65,65,60,130,95,110,525,エスパー,,シンクロ (マジックミラー),0.9,26.5/d
197,ブラッキー,Umbreon,95,65,110,60,130,65,525,あく,,シンクロ (せいしんりょく),1.0,27.0/d
198,ヤミカラス,Murkrow,60,85,42,85,42,91,405,あく,ひこう,ふみん きょううん (いたずらごころ),0.5,2.1/f
199,ヤドキング,Slowking,95,75,80,100,110,30,490,みず,エスパー,どんかん マイペース (さいせいりょく),2.0,79.5/c
200,ムウマ,Misdreavus,60,60,60,85,85,85,435,ゴースト,,ふゆう,0.7,1.0/f
201,アンノーン,Unown,48,72,48,72,48,48,336,エスパー,,ふゆう,0.5,5.0/f
202,ソーナンス,Wobbuffet,190,33,58,33,58,33,405,エスパー,,かげふみ (テレパシー),1.3,28.5/d
203,キリンリキ,Girafarig,70,80,65,90,65,85,455,ノーマル,エスパー,せいしんりょく はやおき (そうしょく),1.5,41.5/d
204,クヌギダマ,Pineco,50,65,90,35,35,15,290,むし,,がんじょう (ぼうじん),0.6,7.2/f
205,フォレトス,Forretress,75,90,140,60,60,40,465,むし,はがね,がんじょう (ぼうじん),1.2,125.8/b
206,ノコッチ,Dunsparce,100,70,70,65,65,45,415,ノーマル,,てんのめぐみ にげあし (びびり),1.5,14.0/e
207,グライガー,Gligar,65,75,105,35,65,85,430,じめん,ひこう,かいりきバサミ すながくれ (めんえき),1.1,64.8/c
208,ハガネール,Steelix,75,85,200,55,65,30,510,はがね,じめん,いしあたま がんじょう (ちからずく),9.2,400.0/a
208-1,メガハガネール,Mega Steelix,75,125,230,55,95,30,610,はがね,じめん,すなのちから,10.5,740.0/a
209,ブルー,Snubbull,60,80,50,40,40,30,300,フェアリー,,いかく にげあし (びびり),0.6,7.8/f
210,グランブル,Granbull,90,120,75,60,60,45,450,フェアリー,,いかく はやあし (びびり),1.4,48.7/d
211,ハリーセン,Qwilfish,65,95,85,55,55,85,440,みず,どく,どくのトゲ すいすい (いかく),0.5,3.9/f
212,ハッサム,Scizor,70,130,100,55,80,65,500,むし,はがね,むしのしらせ テクニシャン (ライトメタル),1.8,118.0/b
212-1,メガハッサム,Mega Scizor,70,150,140,65,100,75,600,むし,はがね,テクニシャン,2.0,125.0/b
213,ツボツボ,Shuckle,20,10,230,10,230,5,505,むし,いわ,がんじょう くいしんぼう (あまのじゃく),0.6,20.5/e
214,ヘラクロス,Heracross,80,125,75,40,95,85,500,むし,かくとう,むしのしらせ こんじょう (じしんかじょう),1.5,54.0/c
214-1,メガヘラクロス,Mega Heracross,80,185,115,40,105,75,600,むし,かくとう,スキルリンク,1.7,62.5/c
215,ニューラ,Sneasel,55,95,55,35,75,115,430,あく,こおり,せいしんりょく するどいめ (わるいてぐせ),0.9,28.0/d
216,ヒメグマ,Teddiursa,60,80,50,50,50,40,330,ノーマル,,ものひろい はやあし (みつあつめ),0.6,8.8/f
217,リングマ,Ursaring,90,130,75,75,75,55,500,ノーマル,,こんじょう はやあし (きんちょうかん),1.8,125.8/b
218,マグマッグ,Slugma,40,40,40,70,40,20,250,ほのお,,マグマのよろい ほのおのからだ (くだけるよろい),0.7,35.0/d
219,マグカルゴ,Magcargo,60,50,120,90,80,30,430,ほのお,いわ,マグマのよろい ほのおのからだ (くだけるよろい),0.8,55.0/c
220,ウリムー,Swinub,50,50,40,30,30,50,250,こおり,じめん,どんかん ゆきがくれ (あついしぼう),0.4,6.5/f
221,イノムー,Piloswine,100,100,80,60,60,50,450,こおり,じめん,どんかん ゆきがくれ (あついしぼう),1.1,55.8/c
222,サニーゴ,Corsola,65,55,95,65,95,35,410,みず,いわ,はりきり しぜんかいふく (さいせいりょく),0.6,5.0/f
223,テッポウオ,Remoraid,35,65,35,65,35,65,300,みず,,はりきり スナイパー (ムラっけ),0.6,12.0/e
224,オクタン,Octillery,75,105,75,105,75,45,480,みず,,きゅうばん スナイパー (ムラっけ),0.9,28.5/d
225,デリバード,Delibird,45,55,45,65,45,75,330,こおり,ひこう,やるき はりきり (ふみん),0.9,16.0/e
226,マンタイン,Mantine,85,40,70,80,140,70,485,みず,ひこう,すいすい ちょすい (みずのベール),2.1,220.0/a
227,エアームド,Skarmory,65,80,140,40,70,70,465,はがね,ひこう,するどいめ がんじょう (くだけるよろい),1.7,50.5/c
228,デルビル,Houndour,45,60,30,80,50,65,330,あく,ほのお,はやおき もらいび (きんちょうかん),0.6,10.8/e
229,ヘルガー,Houndoom,75,90,50,110,80,95,500,あく,ほのお,はやおき もらいび (きんちょうかん),1.4,35.0/d
229-1,メガヘルガー,Mega Houndoom,75,90,90,140,90,115,600,あく,ほのお,サンパワー,1.9,49.5/d
230,キングドラ,Kingdra,75,95,95,95,95,85,540,みず,ドラゴン,すいすい スナイパー (しめりけ),1.8,152.0/b
231,ゴマゾウ,Phanpy,90,60,60,40,40,40,330,じめん,,ものひろい (すながくれ),0.5,33.5/d
232,ドンファン,Donphan,90,120,120,60,60,50,500,じめん,,がんじょう (すながくれ),1.1,120.0/b
233,ポリゴン２,Porygon2,85,80,90,105,95,60,515,ノーマル,,トレース ダウンロード (アナライズ),0.6,32.5/d
234,オドシシ,Stantler,73,95,62,85,65,85,465,ノーマル,,いかく おみとおし (そうしょく),1.4,71.2/c
235,ドーブル,Smeargle,55,20,35,20,45,75,250,ノーマル,,マイペース テクニシャン (ムラっけ),1.2,58.0/c
236,バルキー,Tyrogue,35,35,35,35,35,35,210,かくとう,,こんじょう ふくつのこころ (やるき),0.7,21.0/e
237,カポエラー,Hitmontop,50,95,95,35,110,70,455,かくとう,,いかく テクニシャン (ふくつのこころ),1.4,48.0/d
238,ムチュール,Smoochum,45,30,15,85,65,65,305,こおり,エスパー,どんかん よちむ (うるおいボディ),0.4,6.0/f
239,エレキッド,Elekid,45,63,37,65,55,95,360,でんき,,せいでんき (やるき),0.6,23.5/e
240,ブビィ,Magby,45,75,37,70,55,83,365,ほのお,,ほのおのからだ (やるき),0.7,21.4/e
241,ミルタンク,Miltank,95,80,105,40,70,100,490,ノーマル,,あついしぼう きもったま (そうしょく),1.2,75.5/c
242,ハピナス,Blissey,255,10,10,75,135,55,540,ノーマル,,しぜんかいふく てんのめぐみ (いやしのこころ),1.5,46.8/d
243,ライコウ,Raikou,90,85,75,115,100,115,580,でんき,,プレッシャー (せいしんりょく),1.9,178.0/b
244,エンテイ,Entei,115,115,85,90,75,100,580,ほのお,,プレッシャー (せいしんりょく),2.1,198.0/b
245,スイクン,Suicune,100,75,115,90,115,85,580,みず,,プレッシャー (せいしんりょく),2.0,187.0/b
246,ヨーギラス,Larvitar,50,64,50,45,50,41,300,いわ,じめん,こんじょう (すながくれ),0.6,72.0/c
247,サナギラス,Pupitar,70,84,70,65,70,51,410,いわ,じめん,だっぴ (だっぴ),1.2,152.0/b
248,バンギラス,Tyranitar,100,134,110,95,100,61,600,いわ,あく,すなおこし (きんちょうかん),2.0,202.0/a
248-1,メガバンギラス,Mega Tyranitar,100,164,150,95,120,71,700,いわ,あく,すなおこし,2.5,255.0/a
249,ルギア,Lugia,106,90,130,90,154,110,680,エスパー,ひこう,プレッシャー (マルチスケイル),5.2,216.0/a
250,ホウオウ,Ho-Oh,106,130,90,110,154,90,680,ほのお,ひこう,プレッシャー (さいせいりょく),3.8,199.0/b
251,セレビィ,Celebi,100,100,100,100,100,100,600,エスパー,くさ,しぜんかいふく,0.6,5.0/f
252,キモリ,Treecko,40,45,35,65,55,70,310,くさ,,しんりょく (かるわざ),0.5,5.0/f
253,ジュプトル,Grovyle,50,65,45,85,65,95,405,くさ,,しんりょく (かるわざ),0.9,21.6/e
254,ジュカイン,Sceptile,70,85,65,105,85,120,530,くさ,,しんりょく (かるわざ),1.7,52.2/c
254-1,メガジュカイン,Mega Sceptile,70,110,75,145,85,145,630,くさ,ドラゴン,ひらいしん,1.9,55.2/c
255,アチャモ,Torchic,45,60,40,70,50,45,310,ほのお,,もうか (かそく),0.4,2.5/f
256,ワカシャモ,Combusken,60,85,60,85,60,55,405,ほのお,かくとう,もうか (かそく),0.9,19.5/e
257,バシャーモ,Blaziken,80,120,70,110,70,80,530,ほのお,かくとう,もうか (かそく),1.9,52.0/c
257-1,メガバシャーモ,Mega Blaziken,80,160,80,130,80,100,630,ほのお,かくとう,かそく,1.9,52.0/c
258,ミズゴロウ,Mudkip,50,70,50,50,50,40,310,みず,,げきりゅう (しめりけ),0.4,7.6/f
259,ヌマクロー,Marshtomp,70,85,70,60,70,50,405,みず,じめん,げきりゅう (しめりけ),0.7,28.0/d
260,ラグラージ,Swampert,100,110,90,85,90,60,535,みず,じめん,げきりゅう (しめりけ),1.5,81.9/c
260-1,メガラグラージ,Mega Swampert,100,150,110,95,110,70,635,みず,じめん,すいすい,1.9,102.0/b
261,ポチエナ,Poochyena,35,55,35,30,30,35,220,あく,,にげあし はやあし (びびり),0.5,13.6/e
262,グラエナ,Mightyena,70,90,70,60,60,70,420,あく,,いかく はやあし (じしんかじょう),1.0,37.0/d
263,ジグザグマ,Zigzagoon,38,30,41,30,41,60,240,ノーマル,,ものひろい くいしんぼう (はやあし),0.4,17.5/e
264,マッスグマ,Linoone,78,70,61,50,61,100,420,ノーマル,,ものひろい くいしんぼう (はやあし),0.5,32.5/d
265,ケムッソ,Wurmple,45,45,35,20,30,20,195,むし,,りんぷん (にげあし),0.3,3.6/f
266,カラサリス,Silcoon,50,35,55,25,25,15,205,むし,,だっぴ (だっぴ),0.6,10.0/e
267,アゲハント,Beautifly,60,70,50,100,50,65,395,むし,ひこう,むしのしらせ (とうそうしん),1.0,28.4/d
268,マユルド,Cascoon,50,35,55,25,25,15,205,むし,,だっぴ (だっぴ),0.7,11.5/e
269,ドクケイル,Dustox,60,50,70,50,90,65,385,むし,どく,りんぷん (ふくがん),1.2,31.6/d
270,ハスボー,Lotad,40,30,30,40,50,30,220,みず,くさ,すいすい あめうけざら (マイペース),0.5,2.6/f
271,ハスブレロ,Lombre,60,50,50,60,70,50,340,みず,くさ,すいすい あめうけざら (マイペース),1.2,32.5/d
272,ルンパッパ,Ludicolo,80,70,70,90,100,70,480,みず,くさ,すいすい あめうけざら (マイペース),1.5,55.0/c
273,タネボー,Seedot,40,40,50,30,30,30,220,くさ,,ようりょくそ はやおき (わるいてぐせ),0.5,4.0/f
274,コノハナ,Nuzleaf,70,70,40,60,40,60,340,くさ,あく,ようりょくそ はやおき (わるいてぐせ),1.0,28.0/d
275,ダーテング,Shiftry,90,100,60,90,60,80,480,くさ,あく,ようりょくそ はやおき (わるいてぐせ),1.3,59.6/c
276,スバメ,Taillow,40,55,30,30,30,85,270,ノーマル,ひこう,こんじょう (きもったま),0.3,2.3/f
277,オオスバメ,Swellow,60,85,60,75,50,125,455,ノーマル,ひこう,こんじょう (きもったま),0.7,19.8/e
278,キャモメ,Wingull,40,30,30,55,30,85,270,みず,ひこう,するどいめ うるおいボディ (あめうけざら),0.6,9.5/f
279,ペリッパー,Pelipper,60,50,100,95,70,65,440,みず,ひこう,するどいめ あめふらし (あめうけざら),1.2,28.0/d
280,ラルトス,Ralts,28,25,25,45,35,40,198,エスパー,フェアリー,シンクロ トレース (テレパシー),0.4,6.6/f
281,キルリア,Kirlia,38,35,35,65,55,50,278,エスパー,フェアリー,シンクロ トレース (テレパシー),0.8,20.2/e
282,サーナイト,Gardevoir,68,65,65,125,115,80,518,エスパー,フェアリー,シンクロ トレース (テレパシー),1.6,48.4/d
282-1,メガサーナイト,Mega Gardevoir,68,85,65,165,135,100,618,エスパー,フェアリー,フェアリースキン,1.6,48.4/d
283,アメタマ,Surskit,40,30,32,50,52,65,269,むし,みず,すいすい (あめうけざら),0.5,1.7/f
284,アメモース,Masquerain,70,60,62,100,82,80,454,むし,ひこう,いかく (きんちょうかん),0.8,3.6/f
285,キノココ,Shroomish,60,40,60,40,60,35,295,くさ,,ほうし ポイズンヒール (はやあし),0.4,4.5/f
286,キノガッサ,Breloom,60,130,80,60,60,70,460,くさ,かくとう,ほうし ポイズンヒール (テクニシャン),1.2,39.2/d
287,ナマケロ,Slakoth,60,60,60,35,35,30,280,ノーマル,,なまけ,0.8,24.0/e
288,ヤルキモノ,Vigoroth,80,80,80,55,55,90,440,ノーマル,,やるき,1.4,46.5/d
289,ケッキング,Slaking,150,160,100,95,65,100,670,ノーマル,,なまけ,2.0,130.5/b
290,ツチニン,Nincada,31,45,90,30,30,40,266,むし,じめん,ふくがん (にげあし),0.5,5.5/f
291,テッカニン,Ninjask,61,90,45,50,50,160,456,むし,ひこう,かそく (すりぬけ),0.8,12.0/e
292,ヌケニン,Shedinja,1,90,45,30,30,40,236,むし,ゴースト,ふしぎなまもり (ふしぎなまもり),0.8,1.2/f
293,ゴニョニョ,Whismur,64,51,23,51,23,28,240,ノーマル,,ぼうおん (びびり),0.6,16.3/e
294,ドゴーム,Loudred,84,71,43,71,43,48,360,ノーマル,,ぼうおん (きもったま),1.0,40.5/d
295,バクオング,Exploud,104,91,63,91,73,68,490,ノーマル,,ぼうおん (きもったま),1.5,84.0/c
296,マクノシタ,Makuhita,72,60,30,20,30,25,237,かくとう,,あついしぼう こんじょう (ちからずく),1.0,86.4/c
297,ハリテヤマ,Hariyama,144,120,60,40,60,50,474,かくとう,,あついしぼう こんじょう (ちからずく),2.3,253.8/a
298,ルリリ,Azurill,50,20,40,20,40,20,190,ノーマル,フェアリー,あついしぼう ちからもち (そうしょく),0.2,2.0/f
299,ノズパス,Nosepass,30,45,135,45,90,30,375,いわ,,がんじょう じりょく (すなのちから),1.0,97.0/c
300,エネコ,Skitty,50,45,45,35,35,50,260,ノーマル,,メロメロボディ ノーマルスキン (ミラクルスキン),0.6,11.0/e
301,エネコロロ,Delcatty,70,65,65,55,55,90,400,ノーマル,,メロメロボディ ノーマルスキン (ミラクルスキン),1.1,32.6/d
302,ヤミラミ,Sableye,50,75,75,65,65,50,380,あく,ゴースト,するどいめ あとだし (いたずらごころ),0.5,11.0/e
302-1,メガヤミラミ,Mega Sableye,50,85,125,85,115,20,480,あく,ゴースト,マジックミラー,0.5,161.0/b
303,クチート,Mawile,50,85,85,55,55,50,380,はがね,フェアリー,かいりきバサミ いかく (ちからずく),0.6,11.5/e
303-1,メガクチート,Mega Mawile,50,105,125,55,95,50,480,はがね,フェアリー,ちからもち,1.0,23.5/e
304,ココドラ,Aron,50,70,100,40,40,30,330,はがね,いわ,がんじょう いしあたま (ヘヴィメタル),0.4,60.0/c
305,コドラ,Lairon,60,90,140,50,50,40,430,はがね,いわ,がんじょう いしあたま (ヘヴィメタル),0.9,120.0/b
306,ボスゴドラ,Aggron,70,110,180,60,60,50,530,はがね,いわ,がんじょう いしあたま (ヘヴィメタル),2.1,360.0/a
306-1,メガボスゴドラ,Mega Aggron,70,140,230,60,80,50,630,はがね,,フィルター,2.2,395.0/a
307,アサナン,Meditite,30,40,55,40,55,60,280,かくとう,エスパー,ヨガパワー (テレパシー),0.6,11.2/e
308,チャーレム,Medicham,60,60,75,60,75,80,410,かくとう,エスパー,ヨガパワー (テレパシー),1.3,31.5/d
308-1,メガチャーレム,Mega Medicham,60,100,85,80,85,100,510,かくとう,エスパー,ヨガパワー,1.3,31.5/d
309,ラクライ,Electrike,40,45,40,65,40,65,295,でんき,,せいでんき ひらいしん (マイナス),0.6,15.2/e
310,ライボルト,Manectric,70,75,60,105,60,105,475,でんき,,せいでんき ひらいしん (マイナス),1.5,40.2/d
310-1,メガライボルト,Mega Manectric,70,75,80,135,80,135,575,でんき,,いかく,1.8,44.0/d
311,プラスル,Plusle,60,50,40,85,75,95,405,でんき,,プラス (ひらいしん),0.4,4.2/f
312,マイナン,Minun,60,40,50,75,85,95,405,でんき,,マイナス (ちくでん),0.4,4.2/f
313,バルビート,Volbeat,65,73,75,47,85,85,430,むし,,はっこう むしのしらせ (いたずらごころ),0.7,17.7/e
314,イルミーゼ,Illumise,65,47,75,73,85,85,430,むし,,どんかん いろめがね (いたずらごころ),0.6,17.7/e
315,ロゼリア,Roselia,50,60,45,100,80,65,400,くさ,どく,しぜんかいふく どくのトゲ (リーフガード),0.3,2.0/f
316,ゴクリン,Gulpin,70,43,53,43,53,40,302,どく,,ヘドロえき ねんちゃく (くいしんぼう),0.4,10.3/e
317,マルノーム,Swalot,100,73,83,73,83,55,467,どく,,ヘドロえき ねんちゃく (くいしんぼう),1.7,80.0/c
318,キバニア,Carvanha,45,90,20,65,20,65,305,みず,あく,さめはだ (かそく),0.8,20.8/e
319,サメハダー,Sharpedo,70,120,40,95,40,95,460,みず,あく,さめはだ (かそく),1.8,88.8/c
319-1,メガサメハダー,Mega Sharpedo,70,140,70,110,65,105,560,みず,あく,がんじょうあご,2.5,130.3/b
320,ホエルコ,Wailmer,130,70,35,70,35,60,400,みず,,みずのベール どんかん (プレッシャー),2.0,130.0/b
321,ホエルオー,Wailord,170,90,45,90,45,60,500,みず,,みずのベール どんかん (プレッシャー),14.5,398.0/a
322,ドンメル,Numel,60,60,40,65,45,35,305,ほのお,じめん,どんかん たんじゅん (マイペース),0.7,24.0/e
323,バクーダ,Camerupt,70,100,70,105,75,40,460,ほのお,じめん,マグマのよろい ハードロック (いかりのつぼ),1.9,220.0/a
323-1,メガバクーダ,Mega Camerupt,70,120,100,145,105,20,560,ほのお,じめん,ちからずく,2.5,320.5/a
324,コータス,Torkoal,70,85,140,85,70,20,470,ほのお,,しろいけむり ひでり (シェルアーマー),0.5,80.4/c
325,バネブー,Spoink,60,25,35,70,80,60,330,エスパー,,あついしぼう マイペース (くいしんぼう),0.7,30.6/d
326,ブーピッグ,Grumpig,80,45,65,90,110,80,470,エスパー,,あついしぼう マイペース (くいしんぼう),0.9,71.5/c
327,パッチール,Spinda,60,60,60,60,60,60,360,ノーマル,,マイペース ちどりあし (あまのじゃく),1.1,5.0/f
328,ナックラー,Trapinch,45,100,45,45,45,10,290,じめん,,かいりきバサミ ありじごく (ちからずく),0.7,15.0/e
329,ビブラーバ,Vibrava,50,70,50,50,50,70,340,じめん,ドラゴン,ふゆう (ふゆう),1.1,15.3/e
330,フライゴン,Flygon,80,100,80,80,80,100,520,じめん,ドラゴン,ふゆう (ふゆう),2.0,82.0/c
331,サボネア,Cacnea,50,85,40,85,40,35,335,くさ,,すながくれ (ちょすい),0.4,51.3/c
332,ノクタス,Cacturne,70,115,60,115,60,55,475,くさ,あく,すながくれ (ちょすい),1.3,77.4/c
333,チルット,Swablu,45,40,60,40,75,50,310,ノーマル,ひこう,しぜんかいふく (ノーてんき),0.4,1.2/f
334,チルタリス,Altaria,75,70,90,70,105,80,490,ドラゴン,ひこう,しぜんかいふく (ノーてんき),1.1,20.6/e
334-1,メガチルタリス,Mega Altaria,75,110,110,110,105,80,590,ドラゴン,フェアリー,フェアリースキン,1.5,20.6/e
335,ザングース,Zangoose,73,115,60,60,60,90,458,ノーマル,,めんえき (どくぼうそう),1.3,40.3/d
336,ハブネーク,Seviper,73,100,60,100,60,65,458,どく,,だっぴ (すりぬけ),2.7,52.5/c
337,ルナトーン,Lunatone,90,55,65,95,85,70,460,いわ,エスパー,ふゆう,1.0,168.0/b
338,ソルロック,Solrock,90,95,85,55,65,70,460,いわ,エスパー,ふゆう,1.2,154.0/b
339,ドジョッチ,Barboach,50,48,43,46,41,60,288,みず,じめん,どんかん きけんよち (うるおいボディ),0.4,1.9/f
340,ナマズン,Whiscash,110,78,73,76,71,60,468,みず,じめん,どんかん きけんよち (うるおいボディ),0.9,23.6/e
341,ヘイガニ,Corphish,43,80,65,50,35,35,308,みず,,かいりきバサミ シェルアーマー (てきおうりょく),0.6,11.5/e
342,シザリガー,Crawdaunt,63,120,85,90,55,55,468,みず,あく,かいりきバサミ シェルアーマー (てきおうりょく),1.1,32.8/d
343,ヤジロン,Baltoy,40,40,55,40,70,55,300,じめん,エスパー,ふゆう,0.5,21.5/e
344,ネンドール,Claydol,60,70,105,70,120,75,500,じめん,エスパー,ふゆう,1.5,108.0/b
345,リリーラ,Lileep,66,41,77,61,87,23,355,いわ,くさ,きゅうばん (よびみず),1.0,23.8/e
346,ユレイドル,Cradily,86,81,97,81,107,43,495,いわ,くさ,きゅうばん (よびみず),1.5,60.4/c
347,アノプス,Anorith,45,95,50,40,50,75,355,いわ,むし,カブトアーマー (すいすい),0.7,12.5/e
348,アーマルド,Armaldo,75,125,100,70,80,45,495,いわ,むし,カブトアーマー (すいすい),1.5,68.2/c
349,ヒンバス,Feebas,20,15,20,10,55,80,200,みず,,すいすい どんかん (てきおうりょく),0.6,7.4/f
350,ミロカロス,Milotic,95,60,79,100,125,81,540,みず,,ふしぎなうろこ かちき (メロメロボディ),6.2,162.0/b
351,ポワルン,Castform,70,70,70,70,70,70,420,ノーマル,,てんきや,0.3,0.8/f
352,カクレオン,Kecleon,60,90,70,60,120,40,440,ノーマル,,へんしょく (へんげんじざい),1.0,22.0/e
353,カゲボウズ,Shuppet,44,75,35,63,33,45,295,ゴースト,,ふみん おみとおし (のろわれボディ),0.6,2.3/f
354,ジュペッタ,Banette,64,115,65,83,63,65,455,ゴースト,,ふみん おみとおし (のろわれボディ),1.1,12.5/e
354-1,メガジュペッタ,Mega Banette,64,165,75,93,83,75,555,ゴースト,,いたずらごころ,1.2,13.0/e
355,ヨマワル,Duskull,20,40,90,30,90,25,295,ゴースト,,ふゆう (おみとおし),0.8,15.0/e
356,サマヨール,Dusclops,40,70,130,60,130,25,455,ゴースト,,プレッシャー (おみとおし),1.6,30.6/d
357,トロピウス,Tropius,99,68,83,72,87,51,460,くさ,ひこう,ようりょくそ サンパワー (しゅうかく),2.0,100.0/b
358,チリーン,Chimecho,75,50,80,95,90,65,455,エスパー,,ふゆう,0.6,1.0/f
359,アブソル,Absol,65,130,60,75,60,75,465,あく,,プレッシャー きょううん (せいぎのこころ),1.2,47.0/d
359-1,メガアブソル,Mega Absol,65,150,60,115,60,115,565,あく,,マジックミラー,1.2,49.0/d
360,ソーナノ,Wynaut,95,23,48,23,48,23,260,エスパー,,かげふみ (テレパシー),0.6,14.0/e
361,ユキワラシ,Snorunt,50,50,50,50,50,50,300,こおり,,せいしんりょく アイスボディ (ムラっけ),0.7,16.8/e
362,オニゴーリ,Glalie,80,80,80,80,80,80,480,こおり,,せいしんりょく アイスボディ (ムラっけ),1.5,256.5/a
362-1,メガオニゴーリ,Mega Glalie,80,120,80,120,80,100,580,こおり,,フリーズスキン,2.1,350.2/a
363,タマザラシ,Spheal,70,40,50,55,50,25,290,こおり,みず,あついしぼう アイスボディ (どんかん),0.8,39.5/d
364,トドグラー,Sealeo,90,60,70,75,70,45,410,こおり,みず,あついしぼう アイスボディ (どんかん),1.1,87.6/c
365,トドゼルガ,Walrein,110,80,90,95,90,65,530,こおり,みず,あついしぼう アイスボディ (どんかん),1.4,150.6/b
366,パールル,Clamperl,35,64,85,74,55,32,345,みず,,シェルアーマー (びびり),0.4,52.5/c
367,ハンテール,Huntail,55,104,105,94,75,52,485,みず,,すいすい (みずのベール),1.7,27.0/d
368,サクラビス,Gorebyss,55,84,105,114,75,52,485,みず,,すいすい (うるおいボディ),1.8,22.6/e
369,ジーランス,Relicanth,100,90,130,45,65,55,485,みず,いわ,すいすい いしあたま (がんじょう),1.0,23.4/e
370,ラブカス,Luvdisc,43,30,55,40,65,97,330,みず,,すいすい (うるおいボディ),0.6,8.7/f
371,タツベイ,Bagon,45,75,60,40,30,50,300,ドラゴン,,いしあたま (ちからずく),0.6,42.1/d
372,コモルー,Shelgon,65,95,100,60,50,50,420,ドラゴン,,いしあたま (ぼうじん),1.1,110.5/b
373,ボーマンダ,Salamence,95,135,80,110,80,100,600,ドラゴン,ひこう,いかく (じしんかじょう),1.5,102.6/b
373-1,メガボーマンダ,Mega Salamence,95,145,130,120,90,120,700,ドラゴン,ひこう,スカイスキン,1.8,112.6/b
374,ダンバル,Beldum,40,55,80,35,60,30,300,はがね,エスパー,クリアボディ (ライトメタル),0.6,95.2/c
375,メタング,Metang,60,75,100,55,80,50,420,はがね,エスパー,クリアボディ (ライトメタル),1.2,202.5/a
376,メタグロス,Metagross,80,135,130,95,90,70,600,はがね,エスパー,クリアボディ (ライトメタル),1.6,550.0/a
376-1,メガメタグロス,Mega Metagross,80,145,150,105,110,110,700,はがね,エスパー,かたいツメ,2.5,942.9/a
377,レジロック,Regirock,80,100,200,50,100,50,580,いわ,,クリアボディ (がんじょう),1.7,230.0/a
378,レジアイス,Regice,80,50,100,100,200,50,580,こおり,,クリアボディ (アイスボディ),1.8,175.0/b
379,レジスチル,Registeel,80,75,150,75,150,50,580,はがね,,クリアボディ (ライトメタル),1.9,205.0/a
380,ラティアス,Latias,80,80,90,110,130,110,600,ドラゴン,エスパー,ふゆう,1.4,40.0/d
380-1,メガラティアス,Mega Latias,80,100,120,140,150,110,700,ドラゴン,エスパー,ふゆう,1.8,52.0/c
381,ラティオス,Latios,80,90,80,130,110,110,600,ドラゴン,エスパー,ふゆう,2.0,60.0/c
381-1,メガラティオス,Mega Latios,80,130,100,160,120,110,700,ドラゴン,エスパー,ふゆう,2.3,70.0/c
382,カイオーガ,Kyogre,100,100,90,150,140,90,670,みず,,あめふらし,4.5,352.0/a
382-1,ゲンシカイオーガ,Primal Kyogre,100,150,90,180,160,90,770,みず,,はじまりのうみ,9.8,430.0/a
383,グラードン,Groudon,100,150,140,100,90,90,670,じめん,,ひでり,3.5,950.0/a
383-1,ゲンシグラードン,Primal Groudon,100,180,160,150,90,90,770,じめん,ほのお,おわりのだいち,5.0,999.7/a
384,レックウザ,Rayquaza,105,150,90,150,90,95,680,ドラゴン,ひこう,エアロック,7.0,206.5/a
384-1,メガレックウザ,Mega Rayquaza,105,180,100,180,100,115,780,ドラゴン,ひこう,デルタストリーム,10.8,392.0/a
385,ジラーチ,Jirachi,100,100,100,100,100,100,600,はがね,エスパー,てんのめぐみ,0.3,1.1/f
386,デオキシスN,Deoxys Normal,50,150,50,150,50,150,600,エスパー,,プレッシャー,1.7,60.8/c
386-1,デオキシスA,Deoxys Attack,50,180,20,180,20,150,600,エスパー,,プレッシャー,1.7,60.8/c
386-2,デオキシスD,Deoxys Defense,50,70,160,70,160,90,600,エスパー,,プレッシャー,1.7,60.8/c
386-3,デオキシスS,Deoxys Speed,50,95,90,95,90,180,600,エスパー,,プレッシャー,1.7,60.8/c
387,ナエトル,Turtwig,55,68,64,45,55,31,318,くさ,,しんりょく (シェルアーマー),0.4,10.2/e
388,ハヤシガメ,Grotle,75,89,85,55,65,36,405,くさ,,しんりょく (シェルアーマー),1.1,97.0/c
389,ドダイトス,Torterra,95,109,105,75,85,56,525,くさ,じめん,しんりょく (シェルアーマー),2.2,310.0/a
390,ヒコザル,Chimchar,44,58,44,58,44,61,309,ほのお,,もうか (てつのこぶし),0.5,6.2/f
391,モウカザル,Monferno,64,78,52,78,52,81,405,ほのお,かくとう,もうか (てつのこぶし),0.9,22.0/e
392,ゴウカザル,Infernape,76,104,71,104,71,108,534,ほのお,かくとう,もうか (てつのこぶし),1.2,55.0/c
393,ポッチャマ,Piplup,53,51,53,61,56,40,314,みず,,げきりゅう (まけんき),0.4,5.2/f
394,ポッタイシ,Prinplup,64,66,68,81,76,50,405,みず,,げきりゅう (まけんき),0.8,23.0/e
395,エンペルト,Empoleon,84,86,88,111,101,60,530,みず,はがね,げきりゅう (まけんき),1.7,84.5/c
396,ムックル,Starly,40,55,30,30,30,60,245,ノーマル,ひこう,するどいめ (すてみ),0.3,2.0/f
397,ムクバード,Staravia,55,75,50,40,40,80,340,ノーマル,ひこう,いかく (すてみ),0.6,15.5/e
398,ムクホーク,Staraptor,85,120,70,50,60,100,485,ノーマル,ひこう,いかく (すてみ),1.2,24.9/e
399,ビッパ,Bidoof,59,45,40,35,40,31,250,ノーマル,,たんじゅん てんねん (ムラっけ),0.5,20.0/e
